Record ID,Company name,Company owner,Create Date,Phone Number,Last Activity Date,City,Country/Region,Industry,State/Region,Website URL
19021438873,Villa Maria Pizza,Sean MacCourtney,2024-02-08 10:46,(914) 834-8134,2025-08-11 10:27,Larchmont,United States,Food & Beverages,NY,villamaria.pizza
18124980235,Trevi Square Pizza,,2023-11-17 09:42,(908) 755-1944,2024-12-10 09:00,North Plainfield,United States,Restaurants,NJ,trevipizzakitchen.com
20119424873,Wild Beets Salad,Sean MacCourtney,2024-04-05 20:24,(901) 552-5604,2025-08-29 10:33,Germantown,United States,Restaurants,TN,wildbeetsalads.com
20119424599,Deniro's Pizzeria,Sean MacCourtney,2024-04-05 19:28,(716) 681-5555,2025-08-21 15:50,Depew,United States,Restaurants,NY,denirospizzeria.com
20534950293,Off the Square,Sean MacCourtney,2024-04-29 13:38,,2025-07-21 10:40,Lawrenceville,,Restaurants,IL,offthesquare.net
17922121292,Rosati's Pizza (Pewaukee),Chris Hubbard,2023-11-02 10:06,(847) 634-0039,2025-06-25 09:50,Pewaukee,United States,Restaurants,WI,https://www.rosatispizza.com/location/pewaukee-wi/
20556233805,Vince's Pasta & Pizza,Chris Hubbard,2024-04-30 09:31,(518) 736-2828,2025-08-25 11:08,Johnstown,United States,Restaurants,NY,vincespasta.com
18455799668,Armani Pizza and Pasta,,2023-12-18 13:22,(281) 676-4441,2024-10-30 16:00,Katy,United States,,TX,armani.pizza
20618026391,Simply Subs,Sean MacCourtney,2024-05-03 11:40,(724) 443-7827,2025-08-27 10:06,Allison Park,United States,Restaurants,PA,simplysubspgh.com
17589988106,TOPZ Froyo & Deli,Kassidy Farrer,2023-10-05 16:04,(931) 474-8679,2025-09-05 11:30,McMinnville,United States,Restaurants,TN,topzfrozenyogurt.com
19237388839,Cecil Whittaker's Pizzeria (South County),Mark Kim,2024-02-26 15:40,3146440515,2025-09-08 10:35,St. Louis,United States,Restaurants,MO,cwpizza.com
19615968437,Zillions Pizza,,2024-03-20 10:44,(917) 409-1227,2025-08-27 10:22,New York,United States,,NY,zillionspizza.com
17734603421,The Lazy Lion,Sean MacCourtney,2023-10-19 11:29,6034637374,2025-05-08 10:25,Deerfield,United Kingdom,Restaurants,NH,https://www.thelazylionrestaurant.com/
20196953417,Rio Açaí,Sean MacCourtney,2024-04-10 15:30,(801) 930-5249,2025-08-11 15:33,South Jordan,United States,Restaurants,UT,rioacaiutah.com
18385938812,Pizza Fino (Copperfield),Chris Hubbard,2023-12-11 14:18,(713) 528-4500,2025-09-03 09:05,Houston,United States,Restaurants,TX,mypizzafino.com
17799887953,Cimino’s Ristorante & Pizza (newest),Kemron Searle,2023-10-25 08:11,(815)239-1629,2025-08-27 10:04,Pecatonica,United States,Restaurants,IL,http://ciminospizza.com
18385939787,Magpie Bakery,Kassidy Farrer,2023-12-11 14:34,9735577155,2025-08-27 10:06,Bloomingdale,United States,Retail,NJ,magpiebakery.com
19023092074,Delhi Dhaba,Chris Hubbard,2024-02-08 11:06,(703) 524-0008,2025-08-27 10:09,Arlington,United States,Restaurants,VA,delhidhaba.com
18283645817,Aegean Pizza,Kassidy Farrer,2023-11-30 14:14,(401) 568-2725,2025-08-29 11:38,Chepachet,United States,Restaurants,RI,aegeanpizzachepachet.com
18756859207,Board & You Bistro and Wine Bar,Sean MacCourtney,2024-01-17 18:33,,2025-08-05 14:25,New Albany,United States,Restaurants,IN,boardandyoubistro.com
19486894139,Hickory Station Pizza,Sean MacCourtney,2024-03-12 10:11,(443) 967-3930,2025-09-08 10:42,Bel Air,,,MD,hickorystation.net
17631065381,Renegade Burrito - Westminster,Sean MacCourtney,2023-10-10 11:56,,2025-05-01 11:08,Westminster,United States,,CO,renegadeburrito.com
18064644478,White Maize,Josh Funes,2023-11-13 15:51,(347) 946-2493,2025-03-03 06:22,Brooklyn,United States,Luxury Goods & Jewelry,NY,whitemaizebk.com
19037730174,Twisted Sisters Pizza,Josh Funes,2024-02-09 14:30,12482706278,2025-08-27 10:17,Lake,,,MI,twistedsisterspizza.com
20530718325,"Romeo's Pizza. (Hartville, Westlake, Elyria)",Dallas Williams,2024-04-29 08:41,,2025-09-03 15:24,Elyria,United States,Restaurants,OH,romeospizza.com
18684466022,Coastal Cafe and Creamery,Dallas Williams,2024-01-11 09:27,(864) 349-1935,2025-06-26 16:20,Piedmont,United States,Restaurants,SC,coastalcafeandcreamery.com
19388519289,Bruchi's Cheesesteaks and Subs,Kassidy Farrer,2024-03-05 16:23,(360)571-5383,2025-08-28 13:36,Vancouver,United States,Restaurants,WA,bruchischeesesteaks.com
17595847186,CUMBERLAND BISCUIT CO.,Kassidy Farrer,2023-10-06 09:27,(931) 474-8670,2025-08-15 13:04,McMinnville,United States,Restaurants,TN,cumberlandbiscuitcompany.com
18999945368,Jeovanis Pizzeria,Chris Hubbard,2024-02-06 17:23,(240) 769-0021,2025-06-27 13:40,Boonsboro,,,MD,jeovanispizzeria.com
17495415076,Odd Moe's (West Salem),Sean MacCourtney,2023-09-27 10:01,(503) 779-2777,2025-08-27 10:06,Salem,United States,Restaurants,OR,https://www.oddmoes.com/west-salem/
18855890454,Finley's Tap House,Mckay May,2024-01-26 14:21,(217) 572-1996,2025-08-27 12:09,Springfield,United States,,IL,finleystaphouse.com
22188962964,Cal's Corner,Chris Hubbard,2024-08-01 16:12,(310) 901-9313,2025-08-22 16:00,Chicago,United States,Restaurants,IL,https://www.cals-corner.com/
21425168392,Pizza Garden (Lompac),Sean MacCourtney,2024-06-13 15:15,805-736-9999,2025-05-09 18:05,Lompoc,United States,,CA,lompocpizzagarden.com
21819659904,Mountain Mike's Pizza | Dalvir Singh,Chris Hubbard,2024-07-09 09:39,(650) 270-7356,2025-09-08 09:14,Fresno,United States,Restaurants,CA,https://www.mountainmikespizza.com/locations/stockton-wilson/
22537244252,Pasco's Pizza,Chris Hubbard,2024-08-21 14:19,(951) 581-5900,2025-09-08 09:11,Hesperia,United States,Restaurants,CA,http://pascospizza.com/
22872757341,Stone Pizza,Chris Hubbard,2024-09-09 15:15,(902) 329-2893,2025-09-08 09:13,The Bronx,Canada,Consumer Goods,NY,http://Www.stonepizza.ca
21646457392,Benny's Pizza,Chris Hubbard,2024-06-28 10:14,(540) 855-4488,2025-09-08 09:13,Marysville,United States,Restaurants,OH,bennysva.com
20928922721,Nothin' But Pho,,2024-05-21 09:48,(972) 645-5435,2024-05-23 15:30,Dallas,United States,,TX,https://www.nothinbutpho.com/
21546658394,Frank's Pizza,Dallas Williams,2024-06-21 22:18,(201) 651-0900,2025-07-17 07:38,Oakland,United States,,NJ,frankspizzaoakland.com
21733121346,Gumby's Pizza (Aggieland),Chris Hubbard,2024-07-03 13:35,(979) 764-8629,2025-07-17 08:32,College Station,United States,Restaurants,TX,https://gumbyspizzaaggieland.com/
21838396042,Mignano's Pizza,Chris Hubbard,2024-07-10 13:54,(717) 417-6762,2025-08-18 09:00,Felton,,,PA,https://www.mignanospizzapastasubs.com/?utm_source=gbp
21978647334,Hawks Pizza & Drive-Thru,Mckay May,2023-07-05 16:17,(419) 599-1946,2025-08-27 10:22,Napoleon,United States,Restaurants,OH,http://hawkspizza.com
21634309032,Genoa Pizza & Bar,Mark Kim,2024-06-27 13:40,,2025-09-02 15:46,Pittsburgh,,,PA,https://genoapizza.com/
21686889865,Toppled Turtle Brewing Company and Brick Oven Pizza Kitchen,,2024-07-01 08:08,(806) 421-6863,2025-08-27 10:06,Dumas,United States,Food & Beverages,TX,https://dumasbrewery.com/
22433287452,Whiffle Boys Pizza (Anna),Chris Hubbard,2024-08-15 16:06,(618) 833-6383,2025-08-25 09:46,Anna,United States,Restaurants,IL,http://www.whiffleboyspizza.com
21799616868,Astorga's Mexican Restaurant,,2024-07-08 10:27,(760)872-3849,2025-08-27 10:07,Bishop,,,CA,http://astorgasmexicanrestaurant.com
22537100310,Joe's New York Pizza,Chris Hubbard,2024-08-21 13:35,(864) 506-6505,2025-07-16 11:16,Clemson,United States,Restaurants,SC,https://www.joesnypizzaupstate.com/
20825171979,Mad Jack's Fresh Fish,Sean MacCourtney,2024-05-15 09:57,(913) 371-3384,2025-08-27 10:21,Kansas City,United States,Retail,KS,madjacksfreshfish.com
22293617283,Lemon Zest Cafe - Sierra Madre,Dallas Williams,2024-08-07 17:06,4437993711,2025-08-28 11:27,Sierra Madre,,,CA,https://lemonzest.cafe/
22855804442,Clinton Hometown Pizza,Dallas Williams,2024-07-08 14:01,(517) 456-7477,2025-08-27 10:13,Clinton,United States,Restaurants,MI,http://clintonhometownpizza.com
22065666657,Fornello Pizzeria,Chris Hubbard,2024-07-25 10:19,(412) 679-3737,2025-06-20 13:40,Pittsburgh,United States,Restaurants,PA,https://www.fornellopizzeria.com/
22428616070,Pizza Market Woburn,Chris Hubbard,2024-05-22 22:32,(781) 367-4810,2025-08-27 10:25,Woburn,United States,Restaurants,MA,http://www.pizzamarketofwoburn.com
22954500458,Union Pier Social & Casey's,Chris Hubbard,2024-09-11 15:08,(517) 250-9035,2025-09-08 09:13,Union Pier,,,MI,https://www.unionpiersocial.com/  https://www.caseysnewbuffalo.com/
21694433612,Romeo's Pizza (Bainbridge),Dallas Williams,2024-07-01 16:18,,2025-07-16 08:49,Chagrin Falls,,,OH,https://romeospizza.com/
22640070160,Arlington Cafe,,2024-08-27 10:51,(508) 369-7101,2025-07-07 11:18,Arlington,,,MA,http://www.eatarlingtoncafe.com/contact.html
22014582343,Anthony's Pizza (Inwood),Chris Hubbard,2024-07-22 15:28,(304) 886-9907,2025-09-08 09:16,Inwood,United States,Restaurants,WV,https://anthonysinwood.com/
21527798083,Five Star Pizza (Gainesville),Sean MacCourtney,2024-06-20 14:54,,2025-05-01 11:21,Gainesville,,,FL,http://fivestarpizza.net
20960045605,Enchanted Forest,Sean MacCourtney,2024-05-22 22:08,(530)303-3078,2025-08-27 10:23,Placerville,United States,Restaurants,CA,enchantedforestdining.com
21396281888,Mama Mimi's Pizza,Sean MacCourtney,2024-06-12 08:42,6145805194,2025-09-05 10:42,Columbus,United States,Restaurants,OH,mamamimis.com
22430143874,Cottage Inn Pizza (Grand Rapids),Chris Hubbard,2024-08-15 14:24,(616) 410-7111,2025-07-16 12:00,Grand Rapids,United States,Restaurants,MI,https://order.cottageinn.com/?uniqueStoreIdentifier=GREAST&y_source=1_MTAzNTcwODA2NS03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D#/
22062959733,Martel's Pizza,Chris Hubbard,2024-07-25 08:23,(618) 559-9432,2025-09-08 09:12,Murphysboro,United States,Restaurants,IL,http://martelspizza.com
22190079270,Round Table Pizza | Paul Tran,,2024-08-01 16:24,(281) 762-2206,2025-07-29 11:07,Richmond,United States,Restaurants,TX,https://www.roundtablepizza.com/location/1269/
22793055762,Taquito Lindo,Chris Hubbard,2024-09-06 14:41,(716) 775-9035,2025-08-27 10:21,Buffalo,United States,Restaurants,NY,https://www.taquitolindousa.com/
22329242724,Dad's Sandwiches,,2024-08-09 11:54,(916) 448-3237,2025-08-27 10:06,Sacramento,United States,Restaurants,CA,http://www.dadssandwiches.com
22513241713,Zaronis,Chris Hubbard,2024-07-08 14:01,(920) 651-1919,2025-08-27 10:20,Oshkosh,United States,Restaurants,WI,https://zaronis.com/
21758786168,My Salad,Chris Hubbard,2024-07-05 09:16,(973) 832-7988,2025-06-19 09:04,Lyndhurst,United States,Restaurants,NJ,https://www.ordermysalad.com/
22507846915,Pizza Mia!,Chris Hubbard,2024-08-20 10:10,(814) 355-3738,2025-08-12 09:45,Bellefonte,United States,Restaurants,PA,http://bellefontepizzamia.com
21510534789,Baldino's Giant Jersey Subs (Macon),,2024-06-19 18:10,(478) 259-1575,2025-08-27 10:13,Macon,United States,Restaurants,GA,https://baldinos.us/locations/
20898427652,Flippin' Pizza (Vista),Kassidy Farrer,2024-05-19 21:01,,2025-08-15 11:39,Escondido,,,CA,https://flippinpizza.com/
22190350340,Kravitz Deli,Vanessa Wright,2024-08-01 16:23,(330)759-7889,2025-09-03 09:52,Youngstown,United States,Restaurants,OH,http://kravitzdeli.com
21713373335,My Fish Stop,,2024-07-02 14:57,(747) 205-2024,2025-08-27 10:04,North Hollywood,United States,Restaurants,CA,https://myfishstopnoho.com/
22529859906,Spankey's Una Pizza,Mckay May,2024-08-21 08:32,(812) 303-2810,2025-08-27 10:02,Evansville,United States,Restaurants,IN,http://www.spankeysunapizza.com
21925390457,Acropolis Greek Taverna,Chris Hubbard,2024-07-16 09:26,(813) 768-4202,2025-09-08 11:14,Riverview,United States,Restaurants,FL,http://acropolistaverna.com
22045667752,Public House Kitchen & Brewery,Chris Hubbard,2024-07-24 10:28,(571) 292-1427,2025-08-27 10:09,Manassas,,,VA,http://phbrewpub.com
22702037388,Gumby's Pizza (Iowa City),Chris Hubbard,2024-08-30 16:12,(319) 354-8629,2025-07-15 11:21,Iowa City,United States,Restaurants,IA,https://www.gumbyspizza.com/
21355095400,Chloe Mpls,Dallas Williams,2024-06-10 08:48,,2025-04-14 14:14,Minneapolis,United States,Restaurants,MN,chloebyvincent.com
21805032221,Fratelli's Kitchen & Bar | Maria Cannizzo,Tyler Price,2024-07-08 14:01,+1(616)454-9370,2025-09-04 16:13,Grand Rapids,United States,Restaurants,Michigan,fratellisgr.com
20852285783,Cottage Inn Pizza & Pub (Davison),Chris Hubbard,2024-05-16 14:25,(810) 214-0100,2025-07-17 08:46,Davison,United States,Restaurants,MI,https://order.cottageinn.com/?uniqueStoreIdentifier=DAVISON&y_source=1_MjQ4NjU0MjMtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D#/
21944310338,Wildfire348,Chris Hubbard,2024-07-17 09:25,(765) 577-1675,2025-09-04 11:11,Crawfordsville,,,IN,https://wildfire348.com/
21383475264,Brooklyn Pizza & Pasta,Sean MacCourtney,2024-06-11 16:10,(406) 422-0801,2025-08-27 14:30,Helena,United States,Restaurants,MT,brooklynpizzahelena.com
21362251932,The Great Greek Mediterranean Grill (Maple Grove),Kassidy Farrer,2024-06-10 16:09,(763) 951-3902,2025-09-09 08:40,Maple Grove,United States,Restaurants,MN,https://www.thegreatgreekgrill.com/maple-grove-mn
22125107475,Piesanos,,2024-07-29 09:54,(802) 862-1234,2025-08-27 10:06,Burlington,United States,Restaurants,VA,http://www.JuniorsDowntown.com
20741665681,Philomena Pizza,Chris Hubbard,2024-05-10 08:33,,2025-06-03 14:10,Oakland,United States,Restaurants,CA,philomenapizza.com
20911663542,Buttermilk Sky Pie- Arlington,Sean MacCourtney,2024-05-20 14:08,(817) 617-2046,2025-09-02 13:54,Arlington,,,TX,https://buttermilkskypie.com/locations/arlington/
21948853670,Famous Pizza Of West Warwick,Vanessa Wright,2024-07-17 14:32,781-706-2468,2025-09-09 08:38,West Warwick,United States,Restaurants,RI,https://thefamouspizza.com/
22270556303,Peppino's Pizzeria & Sports Grille of Jenison,Chris Hubbard,2024-08-06 14:40,(510) 462-8379,2025-07-16 13:07,Byron Center,United States,Restaurants,MI,peppinospizza.com
22425988435,Jacobs Pizza & Italian Cuisine,Chris Hubbard,2024-08-15 08:25,(856) 224-5610,2025-08-27 10:02,Paulsboro,,,NJ,https://www.jacobspizzaitaliancuisine.com/
22642967372,Charlie's on Prior,Chris Hubbard,2024-07-08 14:01,(952) 226-5253,2025-06-26 14:16,Prior Lake,United States,Restaurants,MN,http://charliesonprior.com
