Record ID,Company name,Company owner,Phone Number,City,Street Address,Street Address 2,Postal Code,Website URL,Place ID,Revenue Gate URL,Screenshot URL,Scan Status
2780126345,Odd Moe's Pizza (Lancaster),Sean MacCourtney,(503) 588-3232,Salem,3985 Rich Drive Northeast,,97305,oddmoes.com,ChIJ2XEWDtjfYVMRxNsWfWNP83s,https://boostly-restaurant-scanner.onrender.com/revenue-gate/ChIJ2XEWDtjfYVMRxNsWfWNP83s,https://boostly-restaurant-scanner.onrender.com/api/revenue-gate/screenshot/ChIJ2XEWDtjfYVMRxNsWfWNP83s,success
2780100852,Five Star Pizza(Clearwater),Sean MacCourtney,(813) 899-9700,Temple Terrace,10926 North 56th Street,,18350,fivestarpizza.com,ChIJKWlj9jKGwFQRUueKgH6MEg8,https://boostly-restaurant-scanner.onrender.com/revenue-gate/ChIJKWlj9jKGwFQRUueKgH6MEg8,https://boostly-restaurant-scanner.onrender.com/api/revenue-gate/screenshot/ChIJKWlj9jKGwFQRUueKgH6MEg8,success
785692053,"Deek's Pizza Grand Forks, ND",Ryan Stocking (Deactivated User),+1 701-772-3335,Grand Forks,512 N Washington St,,58203,deekspizza.com,ChIJg0GCagDVv1QRD4qfTTx581E,https://boostly-restaurant-scanner.onrender.com/revenue-gate/ChIJg0GCagDVv1QRD4qfTTx581E,https://boostly-restaurant-scanner.onrender.com/api/revenue-gate/screenshot/ChIJg0GCagDVv1QRD4qfTTx581E,success
2780129526,Dominick's Pizza,Chris Hubbard,(856) 691-5511,Vineland,1768 South Lincoln Avenue,,8361,https://mydominicks.com/,ChIJ2XEWDtjfYVMRxNsWfWNP83s,https://boostly-restaurant-scanner.onrender.com/revenue-gate/ChIJ2XEWDtjfYVMRxNsWfWNP83s,https://boostly-restaurant-scanner.onrender.com/api/revenue-gate/screenshot/ChIJ2XEWDtjfYVMRxNsWfWNP83s,success
6745310025,Ameci Pizza and Pasta Corporate | Castaic,,(661) 257-3855,Castaic,27305 Live Oak Rd #4520,,91384,amecipizzaandpasta.com,ChIJsRbWx5N7kFQRinffPblxBsE,https://boostly-restaurant-scanner.onrender.com/revenue-gate/ChIJsRbWx5N7kFQRinffPblxBsE,https://boostly-restaurant-scanner.onrender.com/api/revenue-gate/screenshot/ChIJsRbWx5N7kFQRinffPblxBsE,success
2825525798,Big Daddy's Pizza | Park City,,(435) 649-1591,Park City,1612 W Ute Blvd #111,,84098,bigdaddyspizzatogo.com,ChIJsRbWx5N7kFQRinffPblxBsE,https://boostly-restaurant-scanner.onrender.com/revenue-gate/ChIJsRbWx5N7kFQRinffPblxBsE,https://boostly-restaurant-scanner.onrender.com/api/revenue-gate/screenshot/ChIJsRbWx5N7kFQRinffPblxBsE,success
1728992348,Brooklyn's Finest Pizza | Lowell*,,(303) 477-0066,Denver,5007 Lowell Boulevard,,80221,brooklynsfinestpizza303.com,ChIJsRbWx5N7kFQRinffPblxBsE,https://boostly-restaurant-scanner.onrender.com/revenue-gate/ChIJsRbWx5N7kFQRinffPblxBsE,https://boostly-restaurant-scanner.onrender.com/api/revenue-gate/screenshot/ChIJsRbWx5N7kFQRinffPblxBsE,success
6226769527,Pizza King DE | Laurel,Chase Christensen (Deactivated User),,Laurel,307 N Central Ave # A,,19956,https://www.pizzakingde.com/,ChIJKWlj9jKGwFQRUueKgH6MEg8,https://boostly-restaurant-scanner.onrender.com/revenue-gate/ChIJKWlj9jKGwFQRUueKgH6MEg8,https://boostly-restaurant-scanner.onrender.com/api/revenue-gate/screenshot/ChIJKWlj9jKGwFQRUueKgH6MEg8,success
831324632,Pier 49 Pizza Draper,,(801) 576-8780,Draper,1178 Draper Pkwy,,84020,pier49.com,ChIJKWlj9jKGwFQRUueKgH6MEg8,https://boostly-restaurant-scanner.onrender.com/revenue-gate/ChIJKWlj9jKGwFQRUueKgH6MEg8,https://boostly-restaurant-scanner.onrender.com/api/revenue-gate/screenshot/ChIJKWlj9jKGwFQRUueKgH6MEg8,success
785361561,Zionsville Pizzeria,Sean MacCourtney,(317) 873-2878,Zionsville,255 South Main Street,,46077,zionsvillepizzeria.com,ChIJg0GCagDVv1QRD4qfTTx581E,https://boostly-restaurant-scanner.onrender.com/revenue-gate/ChIJg0GCagDVv1QRD4qfTTx581E,https://boostly-restaurant-scanner.onrender.com/api/revenue-gate/screenshot/ChIJg0GCagDVv1QRD4qfTTx581E,success
785692034,Chris’ Pizza Village,Sean MacCourtney,(931) 358-2345,Clarksville,3383 U.S. 41 Alternate,,37043,chrispizzavillage.net,ChIJKWlj9jKGwFQRUueKgH6MEg8,https://boostly-restaurant-scanner.onrender.com/revenue-gate/ChIJKWlj9jKGwFQRUueKgH6MEg8,https://boostly-restaurant-scanner.onrender.com/api/revenue-gate/screenshot/ChIJKWlj9jKGwFQRUueKgH6MEg8,success
6745311322,Ameci Pizza and Pasta Corporate | Topanga Canyon,,(818) 346-1500,Woodland Hills,4861 Topanga Canyon Blvd,,91364,amecipizzaandpasta.com,ChIJKWlj9jKGwFQRUueKgH6MEg8,https://boostly-restaurant-scanner.onrender.com/revenue-gate/ChIJKWlj9jKGwFQRUueKgH6MEg8,https://boostly-restaurant-scanner.onrender.com/api/revenue-gate/screenshot/ChIJKWlj9jKGwFQRUueKgH6MEg8,success
878898232,Fat Daddy's Pizzeria,Mckay May,8013774992,Springville,93 South State Street,,84663,fatdaddyspizzeria.com,ChIJKWlj9jKGwFQRUueKgH6MEg8,https://boostly-restaurant-scanner.onrender.com/revenue-gate/ChIJKWlj9jKGwFQRUueKgH6MEg8,https://boostly-restaurant-scanner.onrender.com/api/revenue-gate/screenshot/ChIJKWlj9jKGwFQRUueKgH6MEg8,success
5930491175,Sam's Pizza - Wausau,Sean MacCourtney,(715) 842-3165,Wausau,111 Elm St,,54401,samspizzaofwausau.com,ChIJ2XEWDtjfYVMRxNsWfWNP83s,https://boostly-restaurant-scanner.onrender.com/revenue-gate/ChIJ2XEWDtjfYVMRxNsWfWNP83s,https://boostly-restaurant-scanner.onrender.com/api/revenue-gate/screenshot/ChIJ2XEWDtjfYVMRxNsWfWNP83s,success
1234823365,180 Tacos,Chris Hubbard,(801) 356-8226,Provo,227 W BULLDOG BLVD,,84604,180tacos.com,ChIJsRbWx5N7kFQRinffPblxBsE,https://boostly-restaurant-scanner.onrender.com/revenue-gate/ChIJsRbWx5N7kFQRinffPblxBsE,https://boostly-restaurant-scanner.onrender.com/api/revenue-gate/screenshot/ChIJsRbWx5N7kFQRinffPblxBsE,success
2780101611,Shuck N Jive,Ben Jones,(469) 665-8798,Richardson,401 West President George Bush Highway,,75080,shucknjive.com,ChIJKWlj9jKGwFQRUueKgH6MEg8,https://boostly-restaurant-scanner.onrender.com/revenue-gate/ChIJKWlj9jKGwFQRUueKgH6MEg8,https://boostly-restaurant-scanner.onrender.com/api/revenue-gate/screenshot/ChIJKWlj9jKGwFQRUueKgH6MEg8,success
5930450725,Gaetano’s Pizzeria & Creamery,Kassidy Farrer,(918) 298-1122,Jenks,12141 South Elm Street,105,74037,gaetanospizza.net,ChIJKWlj9jKGwFQRUueKgH6MEg8,https://boostly-restaurant-scanner.onrender.com/revenue-gate/ChIJKWlj9jKGwFQRUueKgH6MEg8,https://boostly-restaurant-scanner.onrender.com/api/revenue-gate/screenshot/ChIJKWlj9jKGwFQRUueKgH6MEg8,success
2780129750,Leona's,Dallas Williams,(773) 843-0050,Chicago,3931 S Leavitt St,,60609,leonas.com,ChIJ2XEWDtjfYVMRxNsWfWNP83s,https://boostly-restaurant-scanner.onrender.com/revenue-gate/ChIJ2XEWDtjfYVMRxNsWfWNP83s,https://boostly-restaurant-scanner.onrender.com/api/revenue-gate/screenshot/ChIJ2XEWDtjfYVMRxNsWfWNP83s,success
2780128209,Vincenzo’s Pizza | Newhall,Mckay May,(661) 259-6733,Santa Clarita,24504 1/2 Lyons Avenue,,91321,vincenzosnewhall.com,ChIJKWlj9jKGwFQRUueKgH6MEg8,https://boostly-restaurant-scanner.onrender.com/revenue-gate/ChIJKWlj9jKGwFQRUueKgH6MEg8,https://boostly-restaurant-scanner.onrender.com/api/revenue-gate/screenshot/ChIJKWlj9jKGwFQRUueKgH6MEg8,success
6785890333,Shore Rider Bar,Cooper Lush (Deactivated User),+1 858-412-5308,La Jolla,2168 Avenida De La Playa,,92037,shoreridersd.com,ChIJKWlj9jKGwFQRUueKgH6MEg8,https://boostly-restaurant-scanner.onrender.com/revenue-gate/ChIJKWlj9jKGwFQRUueKgH6MEg8,https://boostly-restaurant-scanner.onrender.com/api/revenue-gate/screenshot/ChIJKWlj9jKGwFQRUueKgH6MEg8,success
2765673407,Wing Nutz - Ogden,Kassidy Farrer,(888) 402-1333,Salt Lake City,140 2100 South,,84115,https://www.bakedwingsarebetter.com/,ChIJKWlj9jKGwFQRUueKgH6MEg8,https://boostly-restaurant-scanner.onrender.com/revenue-gate/ChIJKWlj9jKGwFQRUueKgH6MEg8,https://boostly-restaurant-scanner.onrender.com/api/revenue-gate/screenshot/ChIJKWlj9jKGwFQRUueKgH6MEg8,success
1014744592,La Salita Restaurant,Tyler Beagley,(505) 299-9968,Albuquerque,1950 Juan Tabo Blvd NE Suite H,,87112,lasalita.com,ChIJKWlj9jKGwFQRUueKgH6MEg8,https://boostly-restaurant-scanner.onrender.com/revenue-gate/ChIJKWlj9jKGwFQRUueKgH6MEg8,https://boostly-restaurant-scanner.onrender.com/api/revenue-gate/screenshot/ChIJKWlj9jKGwFQRUueKgH6MEg8,success
2825499653,Philly's Pizza,Mckay May,(636) 433-5577,Marthasville,207 Depot Street,,63357,phillyspizza.com,ChIJg0GCagDVv1QRD4qfTTx581E,https://boostly-restaurant-scanner.onrender.com/revenue-gate/ChIJg0GCagDVv1QRD4qfTTx581E,https://boostly-restaurant-scanner.onrender.com/api/revenue-gate/screenshot/ChIJg0GCagDVv1QRD4qfTTx581E,success
6745311072,Ameci Pizza and Pasta Corporate | Newhall,,8185091666,Newhall,"2343, 24268 Lyons Ave",,91321,amecipizzaandpasta.com,ChIJKWlj9jKGwFQRUueKgH6MEg8,https://boostly-restaurant-scanner.onrender.com/revenue-gate/ChIJKWlj9jKGwFQRUueKgH6MEg8,https://boostly-restaurant-scanner.onrender.com/api/revenue-gate/screenshot/ChIJKWlj9jKGwFQRUueKgH6MEg8,success
785361335,Primo Pizza,Kassidy Farrer,(203) 269-1700,Hamden,1190 Sherman Avenue,,6514,primopizzallc.com,ChIJj6VEnR2bmYARvDuBYqxmWmY,https://boostly-restaurant-scanner.onrender.com/revenue-gate/ChIJj6VEnR2bmYARvDuBYqxmWmY,https://boostly-restaurant-scanner.onrender.com/api/revenue-gate/screenshot/ChIJj6VEnR2bmYARvDuBYqxmWmY,success
2825525778,Parmesan's Pizzeria,Sean MacCourtney,(417) 343-5790,Kimberling City,14608 Missouri 13,,65686,parmesanspizzeria.com,ChIJg0GCagDVv1QRD4qfTTx581E,https://boostly-restaurant-scanner.onrender.com/revenue-gate/ChIJg0GCagDVv1QRD4qfTTx581E,https://boostly-restaurant-scanner.onrender.com/api/revenue-gate/screenshot/ChIJg0GCagDVv1QRD4qfTTx581E,success
785509547,Glory Days Pizza,Dallas Williams,(785) 271-5151,Shawnee,13107 Shawnee Mission Pkwy,,66216,glorydayspizza.com,ChIJsRbWx5N7kFQRinffPblxBsE,https://boostly-restaurant-scanner.onrender.com/revenue-gate/ChIJsRbWx5N7kFQRinffPblxBsE,https://boostly-restaurant-scanner.onrender.com/api/revenue-gate/screenshot/ChIJsRbWx5N7kFQRinffPblxBsE,success
2780126415,Russo's Corporate (7)*,Mckay May,(281) 846-8367,Houston,5120 Woodway Drive,8030,77056,nypizzeria.com,ChIJKWlj9jKGwFQRUueKgH6MEg8,https://boostly-restaurant-scanner.onrender.com/revenue-gate/ChIJKWlj9jKGwFQRUueKgH6MEg8,https://boostly-restaurant-scanner.onrender.com/api/revenue-gate/screenshot/ChIJKWlj9jKGwFQRUueKgH6MEg8,success
785508269,Attilios Pizza (NJ),,08753,Toms River,941 NJ-166,,08753,attiliospizza.org,ChIJg0GCagDVv1QRD4qfTTx581E,https://boostly-restaurant-scanner.onrender.com/revenue-gate/ChIJg0GCagDVv1QRD4qfTTx581E,https://boostly-restaurant-scanner.onrender.com/api/revenue-gate/screenshot/ChIJg0GCagDVv1QRD4qfTTx581E,success
6226792353,Pizza King DE | Millsboro,Chase Christensen (Deactivated User),,Millsboro,358 E Dupont Blvd,,19966,https://www.pizzakingde.com/,ChIJKWlj9jKGwFQRUueKgH6MEg8,https://boostly-restaurant-scanner.onrender.com/revenue-gate/ChIJKWlj9jKGwFQRUueKgH6MEg8,https://boostly-restaurant-scanner.onrender.com/api/revenue-gate/screenshot/ChIJKWlj9jKGwFQRUueKgH6MEg8,success
1014743538,Curry Pizza House,Tyler Beagley,(510) 796-7800,San Jose,2984 Union Avenue,,95124,currypizzahouse.com,ChIJKWlj9jKGwFQRUueKgH6MEg8,https://boostly-restaurant-scanner.onrender.com/revenue-gate/ChIJKWlj9jKGwFQRUueKgH6MEg8,https://boostly-restaurant-scanner.onrender.com/api/revenue-gate/screenshot/ChIJKWlj9jKGwFQRUueKgH6MEg8,success
814954781,Free Wheeler Pizza,,(801) 322-3733,Salt Lake City,150 South 400 East,,84111,freewheelerpizza.com,ChIJKWlj9jKGwFQRUueKgH6MEg8,https://boostly-restaurant-scanner.onrender.com/revenue-gate/ChIJKWlj9jKGwFQRUueKgH6MEg8,https://boostly-restaurant-scanner.onrender.com/api/revenue-gate/screenshot/ChIJKWlj9jKGwFQRUueKgH6MEg8,success
785691972,Broadway Pizza | Robbinsdale,Tyler Beagley,(763) 515-9214,Minneapolis,4106 Lakeland Avenue North,,55422,broadwaypizzamn.com,ChIJKWlj9jKGwFQRUueKgH6MEg8,https://boostly-restaurant-scanner.onrender.com/revenue-gate/ChIJKWlj9jKGwFQRUueKgH6MEg8,https://boostly-restaurant-scanner.onrender.com/api/revenue-gate/screenshot/ChIJKWlj9jKGwFQRUueKgH6MEg8,success
983485710,Slice420,Tyler Beagley,719-368-6977,Colorado Springs,2501 West Colorado Avenue,108,80904,slice420.com,ChIJKWlj9jKGwFQRUueKgH6MEg8,https://boostly-restaurant-scanner.onrender.com/revenue-gate/ChIJKWlj9jKGwFQRUueKgH6MEg8,https://boostly-restaurant-scanner.onrender.com/api/revenue-gate/screenshot/ChIJKWlj9jKGwFQRUueKgH6MEg8,success
2825526522,Uncle Rico's Pizza,Shane Murphy,+1 518-280-9544,Niskayuna,2309 Nott Street East,STE 311,12309,unclericospizza.com,ChIJg0GCagDVv1QRD4qfTTx581E,https://boostly-restaurant-scanner.onrender.com/revenue-gate/ChIJg0GCagDVv1QRD4qfTTx581E,https://boostly-restaurant-scanner.onrender.com/api/revenue-gate/screenshot/ChIJg0GCagDVv1QRD4qfTTx581E,success
4189701921,Mi Corazon Mexican Restaurant,Tyler Price,+18015046348,Spanish Fork,310 N Main St,,84660,micorazonmexicanrestaurant.com,ChIJKWlj9jKGwFQRUueKgH6MEg8,https://boostly-restaurant-scanner.onrender.com/revenue-gate/ChIJKWlj9jKGwFQRUueKgH6MEg8,https://boostly-restaurant-scanner.onrender.com/api/revenue-gate/screenshot/ChIJKWlj9jKGwFQRUueKgH6MEg8,success
2780116527,Beau Jo's,Chris Hubbard,(303) 791-3343,Idaho Springs,1517 Miner Street,,80452,beaujos.com,ChIJKWlj9jKGwFQRUueKgH6MEg8,https://boostly-restaurant-scanner.onrender.com/revenue-gate/ChIJKWlj9jKGwFQRUueKgH6MEg8,https://boostly-restaurant-scanner.onrender.com/api/revenue-gate/screenshot/ChIJKWlj9jKGwFQRUueKgH6MEg8,success
2825526257,Uncle Andy's Pizza,Mckay May,(248) 545-6111,Berkley,28957 Woodward Ave,,48072,https://www.uncleandyspizza.com/,ChIJg0GCagDVv1QRD4qfTTx581E,https://boostly-restaurant-scanner.onrender.com/revenue-gate/ChIJg0GCagDVv1QRD4qfTTx581E,https://boostly-restaurant-scanner.onrender.com/api/revenue-gate/screenshot/ChIJg0GCagDVv1QRD4qfTTx581E,success
2825491915,Johnny's The Bronx Pizza,Mckay May,(949) 729-9159,Corona Del Mar,2756 East Coast Hwy,,92625,https://www.johnnysrealnypizzamenu.com/,ChIJg0GCagDVv1QRD4qfTTx581E,https://boostly-restaurant-scanner.onrender.com/revenue-gate/ChIJg0GCagDVv1QRD4qfTTx581E,https://boostly-restaurant-scanner.onrender.com/api/revenue-gate/screenshot/ChIJg0GCagDVv1QRD4qfTTx581E,success
6688774413,525 Authentic Brick Oven Pizza Company,,(559) 375-1680,Fresno,3795 N West Ave #104,,93705,525pizza.shopsettings.com,ChIJKWlj9jKGwFQRUueKgH6MEg8,https://boostly-restaurant-scanner.onrender.com/revenue-gate/ChIJKWlj9jKGwFQRUueKgH6MEg8,https://boostly-restaurant-scanner.onrender.com/api/revenue-gate/screenshot/ChIJKWlj9jKGwFQRUueKgH6MEg8,success
785510263,Pizza Grocery,Sean MacCourtney,(662) 287-3200,Corinth,800 Cruise Street,,38834,http://www.pizzagrocery.com/,ChIJg0GCagDVv1QRD4qfTTx581E,https://boostly-restaurant-scanner.onrender.com/revenue-gate/ChIJg0GCagDVv1QRD4qfTTx581E,https://boostly-restaurant-scanner.onrender.com/api/revenue-gate/screenshot/ChIJg0GCagDVv1QRD4qfTTx581E,success
785361534,Trail Rider Pizza,Sean MacCourtney,(505) 281-6068,Tijeras,544 U.S. Route 66,,87059,trailriderpizza.com,ChIJKWlj9jKGwFQRUueKgH6MEg8,https://boostly-restaurant-scanner.onrender.com/revenue-gate/ChIJKWlj9jKGwFQRUueKgH6MEg8,https://boostly-restaurant-scanner.onrender.com/api/revenue-gate/screenshot/ChIJKWlj9jKGwFQRUueKgH6MEg8,success
6775020134,Luigi’s Pizza*,,(973) 839-0268,Ringwood,16 Skyline Lake Drive,,7456,luigisnjpizza.com,ChIJKWlj9jKGwFQRUueKgH6MEg8,https://boostly-restaurant-scanner.onrender.com/revenue-gate/ChIJKWlj9jKGwFQRUueKgH6MEg8,https://boostly-restaurant-scanner.onrender.com/api/revenue-gate/screenshot/ChIJKWlj9jKGwFQRUueKgH6MEg8,success
1014743235,J.J.’s Pie,,(775) 786-5555,Reno,555 West 5th Street,,89503,jjspieco.com,ChIJKWlj9jKGwFQRUueKgH6MEg8,https://boostly-restaurant-scanner.onrender.com/revenue-gate/ChIJKWlj9jKGwFQRUueKgH6MEg8,https://boostly-restaurant-scanner.onrender.com/api/revenue-gate/screenshot/ChIJKWlj9jKGwFQRUueKgH6MEg8,success
3367612537,"Deek's Pizza Fargo, ND",Ryan Stocking (Deactivated User),,Fargo,702 N University Dr,,58102,https://deekspizza.com/?gad_source=1&gbraid=0AAAAADnUMeBM69A1-azT2-xlkRY1BybF2&gclid=CjwKCAjwn6LABhBSEiwAsNJrjrEvOThBfmSY5vwkN5Iv0YoW4x7-otHOb1zGPoqjg4FVRZWO1yMcoRoChrgQAvD_BwE,ChIJKWlj9jKGwFQRUueKgH6MEg8,https://boostly-restaurant-scanner.onrender.com/revenue-gate/ChIJKWlj9jKGwFQRUueKgH6MEg8,https://boostly-restaurant-scanner.onrender.com/api/revenue-gate/screenshot/ChIJKWlj9jKGwFQRUueKgH6MEg8,success
785692703,Lake Pizza & Restaurant,Chris Hubbard,(508) 943-3684,Webster,39 Thompson Road,,1570,lakepizzarestaurant.com,ChIJKWlj9jKGwFQRUueKgH6MEg8,https://boostly-restaurant-scanner.onrender.com/revenue-gate/ChIJKWlj9jKGwFQRUueKgH6MEg8,https://boostly-restaurant-scanner.onrender.com/api/revenue-gate/screenshot/ChIJKWlj9jKGwFQRUueKgH6MEg8,success
2825504167,Tony and albas pizza,Dallas Williams,(408) 246-4605,San Jose,3137 Stevens Creek Boulevard,,95117,tonyandalbaspizza.com,ChIJ7y6TbAJnlVQR8AogkjB72B4,https://boostly-restaurant-scanner.onrender.com/revenue-gate/ChIJ7y6TbAJnlVQR8AogkjB72B4,https://boostly-restaurant-scanner.onrender.com/api/revenue-gate/screenshot/ChIJ7y6TbAJnlVQR8AogkjB72B4,success
2780080229,Buzzard Billy's,Sean MacCourtney,(608) 784-0939,Waco,208 South University Parks Drive,,76701,buzzardbillys.com,ChIJKWlj9jKGwFQRUueKgH6MEg8,https://boostly-restaurant-scanner.onrender.com/revenue-gate/ChIJKWlj9jKGwFQRUueKgH6MEg8,https://boostly-restaurant-scanner.onrender.com/api/revenue-gate/screenshot/ChIJKWlj9jKGwFQRUueKgH6MEg8,success
1014743981,Josie's Pizza & Wings,Mckay May,(407) 395-9794,Windermere,5855 Winter Garden Vineland Rd,Suite 150,34786,josiespizza.com,ChIJKWlj9jKGwFQRUueKgH6MEg8,https://boostly-restaurant-scanner.onrender.com/revenue-gate/ChIJKWlj9jKGwFQRUueKgH6MEg8,https://boostly-restaurant-scanner.onrender.com/api/revenue-gate/screenshot/ChIJKWlj9jKGwFQRUueKgH6MEg8,success
6786101666,Profound Pizza Co,,(626) 388-6111,West Covina,1232 Valinda Ave,,91790,profoundpizzaco.com,ChIJ2XEWDtjfYVMRxNsWfWNP83s,https://boostly-restaurant-scanner.onrender.com/revenue-gate/ChIJ2XEWDtjfYVMRxNsWfWNP83s,https://boostly-restaurant-scanner.onrender.com/api/revenue-gate/screenshot/ChIJ2XEWDtjfYVMRxNsWfWNP83s,success
2825497011,D'Al's Pizza | Charleston,Dallas Williams,(843) 853-6337,Charleston,229 Saint Philip Street,,29403,dalspizza.com,ChIJg0GCagDVv1QRD4qfTTx581E,https://boostly-restaurant-scanner.onrender.com/revenue-gate/ChIJg0GCagDVv1QRD4qfTTx581E,https://boostly-restaurant-scanner.onrender.com/api/revenue-gate/screenshot/ChIJg0GCagDVv1QRD4qfTTx581E,success
